Реестр образовательных программ и соответствующая им структура учебных групп факультета "АК" МГТУ им. Н.Э. Баумана
Кафедра "АК-1"
Группа | ОКСО | Специализация | Квалификация 
ИУ1-104 | 220200 - Автоматизация и управление | 05 -  | 68 - Магистр техники и технологии
ИУ1-111 | 160403 - Системы управления летательными аппаратами | 02 - Системы  управления космических летательных аппаратов | 65 - Инженер
ИУ1-112 | 160403 - Системы управления летательными аппаратами | 03 - Системы  управления ракет | 65 - Инженер
ИУ1-113 | 160403 - Системы управления летательными аппаратами | 10 - Программное обеспечение систем управления лета-тельными аппаратами | 65 - Инженер
ИУ1-114 | 220200 - Автоматизация и управление | 05 -  | 68 - Магистр техники и технологии
ИУ1-121 | 160403 - Системы управления летательными аппаратами | 02 - Системы  управления космических летательных аппаратов | 65 - Инженер
ИУ1-122 | 160403 - Системы управления летательными аппаратами | 03 - Системы  управления ракет | 65 - Инженер
ИУ1-123 | 160403 - Системы управления летательными аппаратами | 10 - Программное обеспечение систем управления лета-тельными аппаратами | 65 - Инженер
ИУ1-124 | 220200 - Автоматизация и управление | 05 -  | 68 - Магистр техники и технологии
Кафедра "ИУ-2"
Группа | ОКСО | Специализация | Квалификация 
ИУ2-11 | 160402 - Приборы и системы ориентации, стабилизации и навигации | 00 -  | 65 - Инженер
ИУ2-12 | 160402 - Приборы и системы ориентации, стабилизации и навигации | 00 -  | 65 - Инженер
ИУ2-21 | 160402 - Приборы и системы ориентации, стабилизации и навигации | 00 -  | 65 - Инженер
ИУ2-22 | 160402 - Приборы и системы ориентации, стабилизации и навигации | 00 -  | 65 - Инженер
ИУ2-31 | 160402 - Приборы и системы ориентации, стабилизации и навигации | 00 -  | 65 - Инженер
ИУ2-32 | 160402 - Приборы и системы ориентации, стабилизации и навигации | 00 -  | 65 - Инженер
ИУ2-41 | 160402 - Приборы и системы ориентации, стабилизации и навигации | 00 -  | 65 - Инженер
ИУ2-42 | 160402 - Приборы и системы ориентации, стабилизации и навигации | 00 -  | 65 - Инженер
ИУ2-51 | 160402 - Приборы и системы ориентации, стабилизации и навигации | 00 -  | 65 - Инженер
ИУ2-52 | 160402 - Приборы и системы ориентации, стабилизации и навигации | 00 -  | 65 - Инженер
ИУ2-61 | 160402 - Приборы и системы ориентации, стабилизации и навигации | 00 -  | 65 - Инженер
ИУ2-62 | 160402 - Приборы и системы ориентации, стабилизации и навигации | 00 -  | 65 - Инженер
